Date,Open,High,Low,Close,Adj Close,Volume,MA50,MA200,Previous Days Close,Change in Price,% Change in Price,Previous Days Volume,Change in Volume,% Change in Volume
1980-12-12,0.5133928656578064,0.515625,0.5133928656578064,0.5133928656578064,0.4067815542221069,117258400,,,,,,,,
1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.385558158159256,43971200,,,0.5133928656578064,-0.026785731315612793,-0.05217394534942054,117258400.0,-73287200.0,-0.6250059697215722
1980-12-16,0.453125,0.453125,0.4508928656578064,0.4508928656578064,0.3572602868080139,26432000,,,0.4866071343421936,-0.03571426868438721,-0.07339446169992257,43971200.0,-17539200.0,-0.3988792664289353
1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.3661033511161804,21610400,,,0.4508928656578064,0.011160701513290405,0.02475244645312382,26432000.0,-4821600.0,-0.18241525423728813
1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3767151534557342,18362400,,,0.4620535671710968,0.013392865657806396,0.028985525941945745,21610400.0,-3248000.0,-0.15029800466442084
1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,0.5044642686843872,0.3997070789337158,12157600,,,0.4754464328289032,0.02901783585548401,0.0610328185297933,18362400.0,-6204800.0,-0.3379078987496188
1980-12-22,0.5290178656578064,0.53125,0.5290178656578064,0.5290178656578064,0.4191618859767914,9340800,,,0.5044642686843872,0.02455359697341919,0.048672618652364635,12157600.0,-2816800.0,-0.23169046522339937
1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,11737600,,,0.5290178656578064,0.02232140302658081,0.04219404386055147,9340800.0,2396800.0,0.2565947242206235
1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,0.5803571343421936,0.4598398804664612,12000800,,,0.5513392686843872,0.029017865657806396,0.05263159601718412,11737600.0,263200.0,0.022423664122137404
1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,0.6339285969734192,0.5022867918014526,13893600,,,0.5803571343421936,0.053571462631225586,0.09230775234967382,12000800.0,1892800.0,0.1577228184787681
1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,0.6428571343421936,0.509361207485199,23290400,,,0.6339285969734192,0.008928537368774414,0.014084452746574532,13893600.0,9396800.0,0.6763401854091092
1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,0.6272321343421936,0.4969809353351593,17220000,,,0.6428571343421936,-0.015625,-0.024305555877494226,23290400.0,-6070400.0,-0.2606395768213513
1980-12-31,0.6116071343421936,0.6116071343421936,0.609375,0.609375,0.4828320145606994,8937600,,,0.6272321343421936,-0.017857134342193604,-0.02846973770073368,17220000.0,-8282400.0,-0.48097560975609754
1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,0.6160714030265808,0.4881376624107361,5415200,,,0.609375,0.0066964030265808105,0.010988969069260817,8937600.0,-3522400.0,-0.3941102756892231
1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,0.6026785969734192,0.4775262176990509,8932000,,,0.6160714030265808,-0.013392806053161621,-0.021739048407971275,5415200.0,3516800.0,0.6494312306101344
1981-01-06,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.4563027024269104,11289600,,,0.6026785969734192,-0.026785731315612793,-0.04444447081765899,8932000.0,2357600.0,0.2639498432601881
1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4368479549884796,13921600,,,0.5758928656578064,-0.02455359697341919,-0.042635702641277126,11289600.0,2632000.0,0.23313492063492064
1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,0.5401785969734192,0.4280048310756683,9956800,,,0.5513392686843872,-0.011160671710968018,-0.020242838384430254,13921600.0,-3964800.0,-0.2847948511665326
